5.488135039273247529e-01,4.686965760385239932e+00
1.666666666666666852e-01,4.339892054659214793e+00
1.851851851851854525e-02,9.849953763720989963e-01
9.814814814814813992e-01,2.032542307956990868e+00
1.851851851851854525e-02,3.745723706247106044e+00
6.172839506172866919e-03,6.737401113194462887e+00
6.172839506172866919e-03,3.897333263975600648e+00
6.172839506172866919e-03,9.586960468599071916e+00
6.851851851851851194e-01,2.498538133170591924e-01
9.814814814814813992e-01,2.032542307956990868e+00
3.518518518518518601e-01,4.991835359055851740e-01
6.172839506172866919e-03,6.737401113194462887e+00
6.172839506172866919e-03,2.484154544437017442e+00
9.444444444444444198e-01,2.070373891004448463e+00
6.172839506172866919e-03,3.135534338002432975e+00
6.172839506172866919e-03,6.737401113194462887e+00
8.333333333333332593e-01,4.287669558469463515e-01
7.962962962962962798e-01,6.003096375949984465e-01
9.814814814814813992e-01,4.303661556634258645e+00
9.074074074074074403e-01,1.171898568269152396e-01
8.703703703703702388e-01,3.345483158087318443e-01
