5.488135039273247529e-01,4.686965760385239932e+00
1.851851851851854525e-02,9.849953763720989963e-01
1.851851851851854525e-02,9.849953763720989963e-01
6.172839506172866919e-03,1.081804153797114143e+00
1.851851851851854525e-02,9.849953763720989963e-01
1.851851851851854525e-02,1.019680482718634096e+00
5.555555555555558023e-02,8.791157544728022133e-01
9.814814814814813992e-01,7.667637216077792528e-02
6.172839506172866919e-03,1.188966082901616428e+00
9.814814814814813992e-01,7.667637216077792528e-02
5.555555555555558023e-02,8.791157544728022133e-01
9.814814814814813992e-01,7.667637216077792528e-02
5.555555555555558023e-02,8.791157544728022133e-01
4.320987654320990190e-02,9.421415619818123144e-01
6.172839506172866919e-03,1.188966082901616428e+00
9.074074074074074403e-01,1.171898568269152396e-01
9.938271604938271331e-01,8.988209184395334894e-02
9.074074074074074403e-01,1.171898568269152396e-01
9.444444444444444198e-01,9.673446167523402917e-02
6.172839506172866919e-03,1.188966082901616428e+00
9.074074074074074403e-01,1.171898568269152396e-01
